名稱	戰法	特性1	特性2	特性3	奉行特性	家宰特性	所屬	登場年	統率	武勇	智略	政務	合計	物慾	主義	出身	信仰	騎兵LV	鐵炮LV	AI LV	野心
小間常光	止步	用兵			武士之悟	積草屯糧	越中	1528	35	47	52	59	193	普通	保守	武士	佛教			C	7
坂井成政	突襲	自衛			治水奉行	成果加俸	尾張	1565	52	47	49	37	185	淡泊	革新	武士	佛教	○		C	9
新發田綱貞	治療	盡心盡力			治水奉行	增強兵役	越后	1526	44	47	73	66	230	普通	保守	武士	佛教			B	9
諏訪賴重	突襲	自衛			寺社奉行	增強軍役	信濃	1530	59	47	45	46	197	淡泊	保守	僧侶	佛教			B	10
千姬	突襲	修繕			德川傳	重農主義	武藏	1611	56	47	58	47	208	貪婪	革新	武士	佛教			A	5
藏春院	飛馳	巧言			北條傳	勞民動眾	相模	1551	73	47	60	59	239	普通	中庸	武士	佛教			B	2
多賀秀種	激勵	攻城			旗幟奉行	補給鐵炮	美濃	1579	36	47	33	36	152	淡泊	革新	武士	佛教			C	7
竹中重義	治療	暗中活動			樂市奉行	重農主義	美濃	1601	54	47	65	66	232	貪婪	革新	武士	佛教			B	8
筒井順慶	治療	人脈	雄辯		僧侶之悟	能人之治	大和	1550	60	47	76	76	259	普通	中庸	僧侶	佛教			B	8
筒井順弘	治療	工事			僧侶之悟	擴張農產	大和	1547	58	47	70	63	238	普通	中庸	僧侶	佛教			B	7
德山則秀	警戒	破策			守城奉行	重商主義	美濃	1558	41	47	52	54	194	普通	中庸	武士	佛教			C	6
內藤政長	止步	鐵壁			工事奉行	重視內治	三河	1582	54	47	41	50	192	普通	中庸	武士	佛教			C	4
中村春續	內訌	防災			武士之悟	固守城池	因幡	1543	49	47	60	47	203	普通	保守	武士	佛教			B	10
新見國經	威壓	盡心盡力			守城奉行	役民基建	備中	1500	42	47	51	71	211	淡泊	中庸	武士	佛教			B	9
野野村雅春	內訌	雄辯			工事奉行	重商主義	美濃	1554	48	47	52	24	171	貪婪	革新	武士	佛教			C	3
垪和氏續	混亂	盡心盡力			工事奉行	人海戰術	伊豆	1554	66	47	51	55	219	淡泊	中庸	武士	佛教			B	6
畠山義續	飛馳	破策			工事奉行	加征米稅	能登	1532	50	47	44	58	199	貪婪	中庸	武士	佛教			B	8
蜂須賀家政	潛力	控場	計謀		守城奉行	役民基建	尾張	1572	61	47	76	81	265	普通	中庸	武士	佛教			B	9
原田貞佐	激勵	反攻			甲冑奉行	重商主義	美作	1542	35	47	40	34	156	淡泊	中庸	武士	佛教			C	7
福島忠勝	突襲	鐵壁			福島傳	購買糧食	尾張	1612	64	47	52	63	226	普通	革新	武士	佛教			B	6
北鄉三久	警戒	修繕			守城奉行	增強兵役	日向	1587	47	47	52	48	194	普通	中庸	武士	佛教			C	8
松岡貞利	激勵	暗中活動			制銀奉行	固守城池	信濃	1548	58	47	47	63	215	貪婪	中庸	武士	佛教			B	9
水野忠政	內訌	雄辯			工事奉行	謀攻主義	尾張	1507	62	47	63	57	229	淡泊	革新	武士	佛教			B	14
本山茂辰	內訌	雄辯			溫泉奉行	臥薪嚐膽	土佐	1539	46	47	48	45	186	普通	保守	武士	佛教			C	8
山吉政久	混亂	修繕			武士之悟	積草屯糧	越后	1510	52	47	57	44	200	淡泊	保守	武士	佛教			C	7
行松正盛	飛馳	攻城			旗幟奉行	重視內治	伯耆	1503	44	47	47	33	171	淡泊	革新	武士	佛教			C	10
橫山長隆	激勵	攻勢			甲冑奉行	重商主義	美濃	1553	42	47	41	37	167	淡泊	中庸	武士	佛教			C	9
寒河江眾頭領	潛力							0	34	47	50	39	170	淡泊	無					C	0
小峰眾頭領	激勵							0	31	47	34	26	138	淡泊	無					C	0
谷地眾頭領	威壓							0	26	47	46	44	163	淡泊	無					C	0
真木島眾頭領	止步							0	29	47	45	30	151	淡泊	無					C	0
延歷寺頭領	攪亂							0	46	47	29	35	157	淡泊	無					C	0
長巖眾頭領	治療							0	37	47	36	52	172	淡泊	無					C	0
阿部定吉	攪亂	盡心盡力			軍糧奉行	重農主義	三河	1520	69	48	56	66	239	淡泊	中庸	武士	佛教			B	5
飯尾連龍	罵聲	反攻			甲冑奉行	獎勵樂市	遠江	1541	46	48	46	45	185	貪婪	中庸	武士	佛教			C	9
飯川光誠	飛馳	用兵			軍糧奉行	加征米稅	能登	1544	48	48	36	67	199	普通	中庸	武士	佛教			C	2
犬甘政德	威壓	反攻			武士之悟	騎兵訓練	信濃	1531	59	48	36	36	179	普通	保守	武士	佛教			C	5
牛尾幸清	罵聲	用兵			樂市奉行	重商主義	出雲	1510	45	48	51	59	203	普通	革新	武士	佛教			B	7
臼杵鑒續	潛力	雄辯			樂市奉行	年功加俸	豐后	1523	34	48	71	85	238	淡泊	革新	武士	佛教			B	8
江馬信盛	突襲	暗中活動			武士之悟	勞民動眾	飛騨	1551	36	48	29	50	163	淡泊	保守	武士	佛教			C	5
江良房榮	攪亂	自衛			軍糧奉行	年功加俸	周防	1529	62	48	48	54	212	淡泊	保守	武士	佛教			B	10
阿江	內訌	人脈			淺井傳	歸農主義	近江	1587	72	48	74	77	271	貪婪	革新	武士	佛教			A	1
大浦為則	潛力	破策			守城奉行	補給騎兵	陸奧	1534	43	48	56	67	214	普通	中庸	武士	佛教			B	4
大木俊光	混亂	修繕			守城奉行	購買糧食	筑後	1551	50	48	59	56	213	淡泊	中庸	武士	佛教			B	3
大久保忠員	混亂	攻城			樂市奉行	重視內治	三河	1525	63	48	62	52	225	淡泊	中庸	武士	佛教			B	5
大谷吉治	混亂	破策			樂市奉行	增強兵役	近江	1594	52	48	56	62	218	淡泊	革新	武士	佛教			B	5
大村純賴	威壓	鐵壁			治水奉行	役民基建	肥前	1606	50	48	36	46	180	普通	革新	武士	佛教			C	5
岡貞綱	飛馳	破策			樂市奉行	武斷主義	備前	1580	43	48	51	53	195	普通	革新	武士	佛教			C	6
岡部長盛	飛馳	暗中活動			武士之悟	年功加俸	駿河	1582	46	48	40	56	190	普通	保守	武士	佛教			C	8
小田朝興	飛馳	攻城			旗幟奉行	固守城池	武藏	1526	41	48	34	41	164	普通	中庸	武士	佛教			C	4
葛西晴胤	混亂	雄辯			武士之悟	重視內治	陸前	1511	39	48	56	45	188	普通	保守	武士	佛教			C	6
來次時秀	警戒	盡心盡力			守城奉行	調遣民夫	羽前	1557	42	48	45	64	199	淡泊	保守	武士	佛教			C	5
清野長范	潛力	暗中活動			治水奉行	積草屯糧	巖代	1587	42	48	62	66	218	普通	保守	武士	佛教			B	6
久留島通春	罵聲	海神			海賊之悟	歸農主義	豐后	1612	51	48	57	56	212	普通	中庸	海賊	佛教			B	8
桑山重晴	罵聲	破策			武士之悟	獎勵樂市	尾張	1538	45	48	48	51	192	普通	保守	武士	佛教			C	8
小島職鎮	攪亂	巧言			軍師之悟	歸農主義	越中	1536	44	48	75	67	234	貪婪	中庸	軍師	佛教			B	11
相良賴房	攪亂	修繕			軍糧奉行	常備兵訓練	肥后	1582	58	48	69	51	226	貪婪	中庸	武士	佛教			C	8
佐竹義廉	罵聲	破策			佐竹傳	常備兵訓練	長陸	1520	50	48	44	57	199	普通	保守	武士	佛教			C	7
志賀親度	止步	反攻			甲冑奉行	年功加俸	豐后	1549	23	48	39	47	157	貪婪	革新	武士	佛教			C	10
菅沼忠久	攪亂	盡心盡力			守城奉行	固守城池	遠江	1552	61	48	76	69	254	貪婪	中庸	武士	佛教			B	8
大道寺直次	威壓	用兵			守城奉行	購買糧食	相模	1585	34	48	49	59	190	貪婪	中庸	武士	佛教			C	10
田鎖光守	飛馳	攻勢			甲冑奉行	增強兵役	陸中	1571	35	48	41	36	160	普通	中庸	武士	佛教			C	7
竹中重利	潛力	盡心盡力	能吏		樂市奉行	積草屯糧	美濃	1576	63	48	70	74	255	普通	革新	武士	佛教			B	7
多功長朝	內訌	鐵壁			治水奉行	增強兵役	下野	1499	68	48	60	58	234	普通	保守	武士	佛教			B	6
淀殿	激勵	雄辯	鐵壁		淺井傳	調遣民夫	近江	1581	78	48	60	72	258	普通	中庸	武士	佛教			A	1
茶茶																					
內藤如安	潛力	盡心盡力	龍騎兵		樂市奉行	重商主義	丹波	1563	39	48	51	62	200	貪婪	革新	武士	佛教	○	○	C	6
二階堂盛義	罵聲	暗中活動			治水奉行	武斷主義	巖代	1546	38	48	51	64	201	貪婪	保守	武士	佛教			C	5
丹羽長重	威壓	盛名			治水奉行	積草屯糧	尾張	1585	68	48	50	49	215	普通	革新	武士	佛教			C	9
沼田顯泰	止步	用兵			武士之悟	積草屯糧	上野	1524	38	48	55	57	198	貪婪	保守	武士	佛教			C	12
寧寧	攪亂	人脈	控場	破策	羽柴傳	重用人才	尾張	1561	77	48	80	74	279	普通	革新	庶民	佛教			A	2
芳賀高定	潛力	攻城	計謀	破策	治水奉行	增強兵役	下野	1535	65	48	74	70	257	貪婪	保守	武士	佛教			B	5
孕石元成	警戒	用兵			守城奉行	重農主義	駿河	1577	51	48	52	59	210	普通	中庸	武士	佛教			B	9
前田利常	治療	血氣	風雅		樂市奉行	擴張農產	尾張	1607	21	48	71	85	225	普通	革新	武士	佛教		○	B	6
真壁宗干	止步	人脈			工事奉行	常備兵訓練	長陸	1510	53	48	58	80	239	貪婪	革新	武士	佛教			B	8
溝口善勝	止步	破策			樂市奉行	調遣民夫	加賀	1598	45	48	55	66	214	普通	革新	武士	佛教			B	6
村松殿	內訌	巧言			真田傳	深謀遠慮	信濃	1579	67	48	77	67	259	普通	革新	武士	佛教			B	5
安井道頓	止步	工事			商人之悟	售出貢米	攝津	1547	57	48	49	73	227	貪婪	革新	商人	佛教			B	5
山內康豐	攪亂	破策			山內傳	重農主義	尾張	1564	66	48	61	67	242	淡泊	革新	武士	佛教			B	6
山名誠通	混亂	自衛			名門之悟	購買糧食	因幡	1507	60	48	56	33	197	淡泊	保守	名門	佛教			C	11
凈法寺眾頭領	內訌							0	41	48	29	25	143	淡泊	無					C	0
鮭延眾頭領	突襲							0	48	48	38	26	160	淡泊	無					C	0
香取眾頭領	潛力							0	34	48	33	34	149	淡泊	無					C	0
田宮眾頭領	攪亂							0	48	48	28	43	167	淡泊	無					C	0
入間眾頭領	罵聲							0	52	48	43	42	185	淡泊	無					C	0
鞍谷眾頭領	警戒							0	25	48	34	33	140	淡泊	無					C	0
足立基助	威壓	鐵壁			武士之悟	增強兵役	丹波	1545	51	49	44	46	190	淡泊	保守	武士	佛教			C	8
尼子清久	飛馳	盡心盡力			尼子傳	速食軍糧	出雲	1532	60	49	29	29	167	普通	中庸	武士	佛教			C	12
石川久式	混亂	暗中活動			掘金奉行	增強兵役	備中	1553	39	49	43	55	186	普通	中庸	武士	佛教			C	9
南部信直	治療	鐵壁	計謀	工事	南部傳	補給騎兵	陸奧	1560	70	49	79	73	271	貪婪	保守	武士	佛教			B	7
石川信直																					
上村長種	治療	用兵	修繕		守城奉行	謀攻主義	肥后	1520	63	49	80	81	273	普通	中庸	武士	佛教			B	4
太田垣朝延	混亂	工事			制銀奉行	購買糧食	但馬	1520	56	49	67	59	231	淡泊	保守	武士	佛教			B	7
大西賴包	激勵	鐵壁			治水奉行	成果加俸	阿波	1555	56	49	55	39	199	普通	中庸	武士	佛教			C	5
小川祐忠	止步	修繕			治水奉行	常備兵訓練	近江	1560	33	49	59	48	189	貪婪	中庸	武士	佛教			C	12
長船貞親	混亂	攻勢	射手		樂市奉行	擴張農產	備前	1543	62	49	72	73	256	普通	革新	武士	佛教			A	8
小貫賴久	治療	防災			守城奉行	常備兵訓練	長陸	1558	43	49	66	63	221	淡泊	中庸	武士	佛教			B	6
加藤貞泰	罵聲	雄辯			工事奉行	歸農主義	美濃	1593	55	49	63	53	220	普通	革新	武士	佛教			B	8
神生通朝	治療	工事			武士之悟	勞民動眾	長陸	1573	47	49	57	53	206	貪婪	保守	武士	佛教			B	5
北愛一	內訌	盡心盡力			樂市奉行	購買糧食	陸奧	1567	65	49	78	74	266	普通	革新	武士	佛教			B	6
櫛橋伊定	治療	計謀	巧言		守城奉行	謀攻主義	播磨	1536	72	49	86	77	284	貪婪	中庸	武士	佛教			B	5
口羽通良	治療	盡心盡力	工事		治水奉行	重視內治	石見	1527	42	49	79	75	245	淡泊	保守	武士	佛教	○		A	4
朽木元綱	攪亂	計謀			守城奉行	役商基建	近江	1563	43	49	66	70	228	貪婪	中庸	武士	佛教			B	10
洼川俊光	警戒	盡心盡力			工事奉行	加征米稅	土佐	1544	51	49	40	45	185	普通	保守	武士	佛教			C	9
香西元定	激勵	攻勢			武士之悟	重視內治	贊岐	1493	48	49	39	26	162	淡泊	保守	武士	佛教			C	7
近藤康用	突襲	用兵			掘金奉行	人海戰術	遠江	1531	35	49	43	60	187	淡泊	中庸	武士	佛教			C	3
西園寺公廣	突襲	牢固			名門之悟	加征米稅	伊予	1551	48	49	34	46	177	貪婪	保守	名門	佛教			C	7
酒井重忠	內訌	破策			工事奉行	練武練兵	三河	1563	62	49	59	66	236	淡泊	中庸	武士	佛教			B	2
志賀親守	治療	控場			溫泉奉行	年功加俸	豐后	1528	34	49	65	70	218	淡泊	革新	武士	佛教			B	11
宍戶元續	警戒	用兵			治水奉行	年功加俸	安藝	1577	37	49	55	64	205	淡泊	保守	武士	佛教	○		B	5
島津勝久	潛力	修繕			武士之悟	增強兵役	薩摩	1508	37	49	56	41	183	普通	保守	武士	佛教			C	13
城親基	警戒	鐵壁			武士之悟	固守城池	肥后	1557	51	49	48	44	192	普通	保守	武士	佛教			C	5
神保氏張	飛馳	攻城	牢固		軍糧奉行	增強軍役	越中	1542	40	49	43	56	188	普通	革新	武士	佛教			C	8
須田盛久	治療	修繕			樂市奉行	常備兵訓練	下野	1598	41	49	64	50	204	貪婪	革新	武士	佛教		○	B	7
須田滿親	治療	雄辯	牢固		治水奉行	積草屯糧	信濃	1540	55	49	78	69	251	普通	保守	武士	一向宗			B	9
三好義繼	激勵	自衛			三好傳	成果加俸	攝津	1563	56	49	39	54	198	貪婪	中庸	武士	佛教		○	B	10
武田光和	威壓	反攻			名門之悟	增強軍役	安藝	1516	21	49	36	29	135	淡泊	保守	名門	佛教			C	7
寺澤廣高	潛力	工事			樂市奉行	重商主義	尾張	1577	36	49	56	68	209	普通	革新	武士	佛教			B	8
內藤清成	潛力	工事			守城奉行	重農主義	三河	1569	37	49	59	70	215	普通	中庸	武士	佛教			B	8
浪岡具永	治療	用兵			浪岡傳	積草屯糧	陸奧	1501	52	49	54	57	212	普通	保守	名門	佛教			C	8
仁賀保舉誠	攪亂	攻城	牢固		治水奉行	歸農主義	羽后	1574	48	49	70	67	234	淡泊	保守	武士	佛教			B	8
溫井景隆	治療	防災			守城奉行	人海戰術	能登	1547	50	49	63	53	215	淡泊	中庸	武士	佛教			B	11
八戶政榮	攪亂	鐵壁	控場		工事奉行	補給騎兵	陸奧	1558	75	49	62	71	257	普通	保守	武士	佛教			B	5
平巖親吉	內訌	能吏			治水奉行	重視內治	三河	1556	51	49	61	75	236	淡泊	保守	武士	佛教			B	2
細川興秋	突襲	反攻			甲冑奉行	加征米稅	丹后	1598	33	49	42	45	169	淡泊	革新	武士	佛教			B	7
堀秀村	攪亂	盡心盡力	用兵		工事奉行	擴張農產	近江	1570	71	49	72	64	256	普通	中庸	武士	佛教	○	○	B	6
松平忠利	內訌	鐵壁			工事奉行	重農主義	三河	1596	67	49	48	65	229	普通	革新	武士	佛教			B	3
三木國綱	治療	雄辯			名門之悟	增強兵役	飛騨	1560	28	49	60	39	176	貪婪	保守	名門	佛教			C	11
安富純泰	罵聲	工事			治水奉行	交易主義	肥前	1574	42	49	56	43	190	普通	革新	武士	佛教			C	5
吉見正賴	潛力	控場			僧侶之悟	謀攻主義	石見	1527	55	49	73	69	246	普通	中庸	僧侶	佛教			B	6
皆川眾頭領	突襲							0	49	49	27	39	164	淡泊	無					C	0
甲賀眾頭領	威壓							0	43	49	47	43	182	淡泊	無					C	0
朝倉景連	止步	雄辯			朝倉傳	重商主義	越前	1526	61	50	61	70	242	貪婪	中庸	武士	佛教			B	7
安宅冬康	內訌	控場	海神		三好傳	重商主義	阿波	1545	65	50	70	71	256	普通	革新	武士	佛教			B	7
荒木元清	威壓	馬術			馬術奉行	重商主義	攝津	1550	48	50	34	32	164	淡泊	革新	武士	佛教			C	11
石龜信房	飛馳	雄辯			南部傳	購買糧食	陸奧	1514	47	50	54	44	195	普通	中庸	武士	佛教			C	8
泉田胤清	警戒	盡心盡力			武士之悟	增強兵役	磐城	1578	56	50	41	43	190	淡泊	保守	武士	佛教			C	6
今川氏輝	止步	雄辯			今川傳	人海戰術	駿河	1528	77	50	59	69	255	普通	中庸	名門	佛教			A	10
宇都宮廣綱	威壓	雄辯			工事奉行	增強兵役	下野	1551	63	50	50	71	234	貪婪	保守	武士	佛教			B	8
阿初	攪亂	人脈			淺井傳	重視內治	近江	1584	64	50	70	75	259	淡泊	中庸	武士	佛教			A	1
大內義隆	攪亂	人脈	風雅		廻船之薦	交易主義	周防	1521	75	50	68	85	278	普通	保守	名門	佛教			A	10
大村純忠	罵聲	工事			商人之悟	役民基建	肥前	1547	52	50	52	69	223	貪婪	革新	武士	基督教		○	B	6
小笠原信之	警戒	馬術			馬術奉行	騎兵訓練	三河	1584	59	50	52	45	206	淡泊	革新	武士	佛教	○		B	4
織田信友	內訌	盡心盡力			治水奉行	加征米稅	尾張	1532	67	50	53	48	218	普通	保守	武士	佛教			B	8
織田達勝	激勵	反攻			武士之悟	加征米稅	尾張	1500	47	50	38	48	183	貪婪	保守	武士	佛教			C	11
小濱光隆	罵聲	海神			海賊之悟	重農主義	駿河	1586	51	50	64	42	207	淡泊	革新	海賊	佛教			B	9
小山秀綱	混亂	雄辯			樂市奉行	重視內治	下野	1543	33	50	53	50	186	貪婪	中庸	武士	佛教			C	7
懸田俊宗	治療	盡心盡力			治水奉行	役商基建	巖代	1528	42	50	69	55	216	貪婪	保守	武士	佛教			B	9
城井長房	激勵	地利			工事奉行	武斷主義	豐前	1520	56	50	48	51	205	普通	中庸	武士	佛教			C	7
肝付兼演	內訌	攻城			軍糧奉行	役商基建	大隅	1512	34	50	46	50	180	淡泊	中庸	武士	佛教			C	9
肝付兼篤	威壓	盡心盡力			樂市奉行	增強兵役	大隅	1576	51	50	40	40	181	淡泊	革新	武士	佛教			C	5
京極高次	罵聲	雄辯			名門之悟	補給鐵炮	近江	1573	39	50	64	57	210	貪婪	保守	名門	佛教			C	9
清野清秀	止步	工事			守城奉行	積草屯糧	信濃	1507	52	50	60	59	221	普通	中庸	武士	佛教			B	5
小早川興景	激勵	工事			武士之悟	常備兵訓練	安藝	1533	45	50	54	47	196	淡泊	保守	武士	佛教			C	8
西鄉純久	攪亂	暗中活動			治水奉行	交易主義	肥前	1506	57	50	65	68	240	普通	保守	武士	佛教		○	B	5
新莊直定	威壓	反攻			甲冑奉行	鐵炮訓練	近江	1576	33	50	43	46	172	普通	革新	武士	佛教			C	4
高城胤則	警戒	反攻			甲冑奉行	增強軍役	下總	1586	49	50	50	49	198	普通	革新	武士	佛教			C	7
高遠賴繼	罵聲	盡心盡力			工事奉行	增強兵役	信濃	1517	62	50	69	38	219	普通	中庸	武士	佛教			B	10
高梨賴親	罵聲	牢固			旗幟奉行	積草屯糧	信濃	1571	46	50	46	42	184	普通	中庸	武士	佛教			C	7
多賀谷重經	內訌	雄辯			武士之悟	練武練兵	長陸	1572	56	50	57	49	212	貪婪	保守	武士	佛教			B	12
田尻鑒種	飛馳	破策			守城奉行	重視內治	肥前	1543	41	50	52	61	204	貪婪	中庸	武士	佛教			B	10
田村隆顯	內訌	雄辯	巧言		守城奉行	積草屯糧	磐城	1503	60	50	62	75	247	貪婪	中庸	武士	佛教	○		B	11
千葉親胤	攪亂	自衛			樂市奉行	重視內治	下總	1547	59	50	45	42	196	淡泊	革新	武士	佛教			C	4
寺崎行重	罵聲	盡心盡力			工事奉行	增強軍役	越中	1527	55	50	66	45	216	貪婪	中庸	武士	佛教			B	8
成田長忠	突襲	盡心盡力			軍糧奉行	重視內治	武藏	1561	50	50	45	63	208	普通	中庸	武士	佛教			B	7
南條廣繼	罵聲	自衛			武士之悟	交易主義	蝦夷	1542	60	50	60	39	209	貪婪	保守	武士	佛教			B	11
